"Category";"Asset_Name";"Full_Path";"Play_Length";"Skeleton";"Description";"Curated";"Since"
"TBD";"BP_Danielle_Look_00_02_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_02_01_Subscenes/Animation/BP_Danielle_Look_00_02_01_0_1.BP_Danielle_Look_00_02_01_0_1";"20,5";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_02_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_02_01_Subscenes/Animation/BP_Danielle_Look_00_02_01_0_1_2.BP_Danielle_Look_00_02_01_0_1_2";"20,5";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_02_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_02_01_Subscenes/Animation/BP_Danielle_Look_00_02_01_0_1_2_3.BP_Danielle_Look_00_02_01_0_1_2_3";"20,5";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_03_01";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_03_01_Subscenes/Animation/BP_Danielle_Look_00_03_01.BP_Danielle_Look_00_03_01";"27,1";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_03_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_03_01_Subscenes/Animation/BP_Danielle_Look_00_03_01_0.BP_Danielle_Look_00_03_01_0";"27,1";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_03_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_03_01_Subscenes/Animation/BP_Danielle_Look_00_03_01_0_1.BP_Danielle_Look_00_03_01_0_1";"27,1";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_03_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_03_01_Subscenes/Animation/BP_Danielle_Look_00_03_01_0_1_2.BP_Danielle_Look_00_03_01_0_1_2";"27,1";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_03_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_03_01_Subscenes/Animation/BP_Danielle_Look_00_03_01_0_1_2_3.BP_Danielle_Look_00_03_01_0_1_2_3";"27,1";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_04_01";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_04_01_Subscenes/Animation/BP_Danielle_Look_00_04_01.BP_Danielle_Look_00_04_01";"26,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_04_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_04_01_Subscenes/Animation/BP_Danielle_Look_00_04_01_0.BP_Danielle_Look_00_04_01_0";"26,9";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_04_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_04_01_Subscenes/Animation/BP_Danielle_Look_00_04_01_0_1.BP_Danielle_Look_00_04_01_0_1";"26,9";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_04_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_04_01_Subscenes/Animation/BP_Danielle_Look_00_04_01_0_1_2.BP_Danielle_Look_00_04_01_0_1_2";"26,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_04_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_04_01_Subscenes/Animation/BP_Danielle_Look_00_04_01_0_1_2_3.BP_Danielle_Look_00_04_01_0_1_2_3";"26,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_05_01";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_05_01_Subscenes/Animation/BP_Danielle_Look_00_05_01.BP_Danielle_Look_00_05_01";"9,25";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_05_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_05_01_Subscenes/Animation/BP_Danielle_Look_00_05_01_0.BP_Danielle_Look_00_05_01_0";"9,25";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_05_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_05_01_Subscenes/Animation/BP_Danielle_Look_00_05_01_0_1.BP_Danielle_Look_00_05_01_0_1";"9,25";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_05_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_05_01_Subscenes/Animation/BP_Danielle_Look_00_05_01_0_1_2.BP_Danielle_Look_00_05_01_0_1_2";"9,25";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_05_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-25/Look_00_05_01_Subscenes/Animation/BP_Danielle_Look_00_05_01_0_1_2_3.BP_Danielle_Look_00_05_01_0_1_2_3";"9,25";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_05_04";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_05_04_Subscenes/Animation/BP_Danielle_Look_00_05_04.BP_Danielle_Look_00_05_04";"33,8";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_05_04_0";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_05_04_Subscenes/Animation/BP_Danielle_Look_00_05_04_0.BP_Danielle_Look_00_05_04_0";"33,8";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_05_04_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_05_04_Subscenes/Animation/BP_Danielle_Look_00_05_04_0_1.BP_Danielle_Look_00_05_04_0_1";"33,8";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_05_04_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_05_04_Subscenes/Animation/BP_Danielle_Look_00_05_04_0_1_2.BP_Danielle_Look_00_05_04_0_1_2";"33,8";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_05_04_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_05_04_Subscenes/Animation/BP_Danielle_Look_00_05_04_0_1_2_3.BP_Danielle_Look_00_05_04_0_1_2_3";"33,8";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_06_01";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_06_01_Subscenes/Animation/BP_Danielle_Look_00_06_01.BP_Danielle_Look_00_06_01";"29,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_06_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_06_01_Subscenes/Animation/BP_Danielle_Look_00_06_01_0.BP_Danielle_Look_00_06_01_0";"29,9";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_06_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_06_01_Subscenes/Animation/BP_Danielle_Look_00_06_01_0_1.BP_Danielle_Look_00_06_01_0_1";"29,9";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_06_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_06_01_Subscenes/Animation/BP_Danielle_Look_00_06_01_0_1_2.BP_Danielle_Look_00_06_01_0_1_2";"29,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_06_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_06_01_Subscenes/Animation/BP_Danielle_Look_00_06_01_0_1_2_3.BP_Danielle_Look_00_06_01_0_1_2_3";"29,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_07_01";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_07_01_Subscenes/Animation/BP_Danielle_Look_00_07_01.BP_Danielle_Look_00_07_01";"30,1";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_07_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_07_01_Subscenes/Animation/BP_Danielle_Look_00_07_01_0.BP_Danielle_Look_00_07_01_0";"30,1";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_07_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_07_01_Subscenes/Animation/BP_Danielle_Look_00_07_01_0_1.BP_Danielle_Look_00_07_01_0_1";"30,1";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_07_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_07_01_Subscenes/Animation/BP_Danielle_Look_00_07_01_0_1_2.BP_Danielle_Look_00_07_01_0_1_2";"30,1";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_07_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_07_01_Subscenes/Animation/BP_Danielle_Look_00_07_01_0_1_2_3.BP_Danielle_Look_00_07_01_0_1_2_3";"30,1";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_08_01";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_08_01_Subscenes/Animation/BP_Danielle_Look_00_08_01.BP_Danielle_Look_00_08_01";"32,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_08_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_08_01_Subscenes/Animation/BP_Danielle_Look_00_08_01_0.BP_Danielle_Look_00_08_01_0";"32,9";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_08_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_08_01_Subscenes/Animation/BP_Danielle_Look_00_08_01_0_1.BP_Danielle_Look_00_08_01_0_1";"32,9";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_08_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_08_01_Subscenes/Animation/BP_Danielle_Look_00_08_01_0_1_2.BP_Danielle_Look_00_08_01_0_1_2";"32,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_08_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_08_01_Subscenes/Animation/BP_Danielle_Look_00_08_01_0_1_2_3.BP_Danielle_Look_00_08_01_0_1_2_3";"32,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_09_01";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_09_01_Subscenes/Animation/BP_Danielle_Look_00_09_01.BP_Danielle_Look_00_09_01";"23,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_09_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_09_01_Subscenes/Animation/BP_Danielle_Look_00_09_01_0.BP_Danielle_Look_00_09_01_0";"23,9";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_09_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_09_01_Subscenes/Animation/BP_Danielle_Look_00_09_01_0_1.BP_Danielle_Look_00_09_01_0_1";"23,9";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_09_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_09_01_Subscenes/Animation/BP_Danielle_Look_00_09_01_0_1_2.BP_Danielle_Look_00_09_01_0_1_2";"23,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_09_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_09_01_Subscenes/Animation/BP_Danielle_Look_00_09_01_0_1_2_3.BP_Danielle_Look_00_09_01_0_1_2_3";"23,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_10_01";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_10_01_Subscenes/Animation/BP_Danielle_Look_00_10_01.BP_Danielle_Look_00_10_01";"31,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_10_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_10_01_Subscenes/Animation/BP_Danielle_Look_00_10_01_0.BP_Danielle_Look_00_10_01_0";"31,9";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_10_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_10_01_Subscenes/Animation/BP_Danielle_Look_00_10_01_0_1.BP_Danielle_Look_00_10_01_0_1";"31,9";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_10_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_10_01_Subscenes/Animation/BP_Danielle_Look_00_10_01_0_1_2.BP_Danielle_Look_00_10_01_0_1_2";"31,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_10_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_10_01_Subscenes/Animation/BP_Danielle_Look_00_10_01_0_1_2_3.BP_Danielle_Look_00_10_01_0_1_2_3";"31,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_11_01";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_11_01_Subscenes/Animation/BP_Danielle_Look_00_11_01.BP_Danielle_Look_00_11_01";"32";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_11_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_11_01_Subscenes/Animation/BP_Danielle_Look_00_11_01_0.BP_Danielle_Look_00_11_01_0";"32";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_11_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_11_01_Subscenes/Animation/BP_Danielle_Look_00_11_01_0_1.BP_Danielle_Look_00_11_01_0_1";"32";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_11_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_11_01_Subscenes/Animation/BP_Danielle_Look_00_11_01_0_1_2.BP_Danielle_Look_00_11_01_0_1_2";"32";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_11_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_11_01_Subscenes/Animation/BP_Danielle_Look_00_11_01_0_1_2_3.BP_Danielle_Look_00_11_01_0_1_2_3";"32";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_12_01";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_12_01_Subscenes/Animation/BP_Danielle_Look_00_12_01.BP_Danielle_Look_00_12_01";"36,5";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_12_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_12_01_Subscenes/Animation/BP_Danielle_Look_00_12_01_0.BP_Danielle_Look_00_12_01_0";"36,5";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_12_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_12_01_Subscenes/Animation/BP_Danielle_Look_00_12_01_0_1.BP_Danielle_Look_00_12_01_0_1";"36,5";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_12_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_12_01_Subscenes/Animation/BP_Danielle_Look_00_12_01_0_1_2.BP_Danielle_Look_00_12_01_0_1_2";"36,5";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_12_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_12_01_Subscenes/Animation/BP_Danielle_Look_00_12_01_0_1_2_3.BP_Danielle_Look_00_12_01_0_1_2_3";"36,5";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_13_01";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_13_01_Subscenes/Animation/BP_Danielle_Look_00_13_01.BP_Danielle_Look_00_13_01";"65,1";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_13_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_13_01_Subscenes/Animation/BP_Danielle_Look_00_13_01_0.BP_Danielle_Look_00_13_01_0";"65,1";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_13_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_13_01_Subscenes/Animation/BP_Danielle_Look_00_13_01_0_1.BP_Danielle_Look_00_13_01_0_1";"65,1";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_13_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_13_01_Subscenes/Animation/BP_Danielle_Look_00_13_01_0_1_2.BP_Danielle_Look_00_13_01_0_1_2";"65,1";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_13_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_13_01_Subscenes/Animation/BP_Danielle_Look_00_13_01_0_1_2_3.BP_Danielle_Look_00_13_01_0_1_2_3";"65,1";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_14_01";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_14_01_Subscenes/Animation/BP_Danielle_Look_00_14_01.BP_Danielle_Look_00_14_01";"36,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_14_01_0";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_14_01_Subscenes/Animation/BP_Danielle_Look_00_14_01_0.BP_Danielle_Look_00_14_01_0";"36,9";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_14_01_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_14_01_Subscenes/Animation/BP_Danielle_Look_00_14_01_0_1.BP_Danielle_Look_00_14_01_0_1";"36,9";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_14_01_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_14_01_Subscenes/Animation/BP_Danielle_Look_00_14_01_0_1_2.BP_Danielle_Look_00_14_01_0_1_2";"36,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_14_01_0_1_2_3";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_14_01_Subscenes/Animation/BP_Danielle_Look_00_14_01_0_1_2_3.BP_Danielle_Look_00_14_01_0_1_2_3";"36,9";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_14_02";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_14_02_Subscenes/Animation/BP_Danielle_Look_00_14_02.BP_Danielle_Look_00_14_02";"32,4";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_14_02_0";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_14_02_Subscenes/Animation/BP_Danielle_Look_00_14_02_0.BP_Danielle_Look_00_14_02_0";"32,4";"/Game/MetaHumans/Common/Face/Face_Archetype_Skeleton.Face_Archetype_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_14_02_0_1";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_14_02_Subscenes/Animation/BP_Danielle_Look_00_14_02_0_1.BP_Danielle_Look_00_14_02_0_1";"32,4";"/Game/MetaHumans/Common/Female/Medium/UnderWeight/Tops/Sweater/f_med_unw_top_sweater_nrm_Skeleton.f_med_unw_top_sweater_nrm_Skeleton";"TBD";"FALSE";""
"TBD";"BP_Danielle_Look_00_14_02_0_1_2";"/Game/Animations/Capture_Animations/Takes/2022-07-27/Look_00_14_02_Subscenes/Animation/BP_Danielle_Look_00_14_02_0_1_2.BP_Danielle_Look_00_14_02_0_1_2";"32,4";"/Game/MetaHumans/Common/Female/Medium/NormalWeight/Body/metahuman_base_skel.metahuman_base_skel";"TBD";"FALSE";""
